#PFAM_ID	DESCRIPTION
PF05954	Phage tail baseplate hub (GPD)
PF05926	Phage head completion protein (GPL)
PF05929	Phage capsid scaffolding protein (GPO) serine peptidase
PF11113	Head assembly gene product
PF11133	Head fiber protein
PF06120	Tail length tape measure protein
PF04531	Bacteriophage holin
PF04971	Bacteriophage P21 holin S 
PF10746	Phage holin T7 family, holin superfamily II
PF16080	Bacteriophage holin family HP1
PF16082	Bacteriophage holin family, superfamily II-like
PF05106	Phage holin family (Lysis protein S)
PF04550	Phage holin family 2 
PF16083	LydA holin phage, holin superfamily III
PF16085	Bacteriophage holin Hol, superfamily III
PF07332	Putative Actinobacterial Holin-X, holin superfamily III
PF05449	Putative 3TM holin, Phage_holin_3
PF05105	Bacteriophage holin family 
PF04020	Mycobacterial 4 TMS phage holin, superfamily IV
PF06946	Bacteriophage A118-like holin, Hol118
PF16079	Phage holin family Hol44, in holin superfamily V
PF09682	Bacteriophage holin of superfamily 6 (Holin_LLH)
PF16081	Mycobacterial 2 TMS Phage Holin (M2 Hol) Family
PF16931	Putative phage holin
PF16938	Putative phage holin Dp-1
PF11031	Bacteriophage T holin
PF11110	Baseplate hub distal subunit
PF05521	Phage head-tail joining protein 
PF00589	Phage integrase family
PF13009	Putative phage integrase
PF16795	Archaeal phage integrase
PF02899	Phage integrase, N-terminal SAM-like domain
PF12834	Phage integrase, N-terminal
PF14659	Phage integrase, N-terminal SAM-like domain
PF13495	Phage integrase, N-terminal SAM-like domain
PF13102	Phage integrase SAM-like domain
PF18644	Phage integrase SAM-like domain
PF06992	Replication protein P
PF03245	Bacteriophage Rz lysis protein
PF00959	Phage lysozyme
PF18013	Phage tail lysozyme
PF03863	Phage maturation protein
PF06152	Phage minor capsid protein 2
PF05939	Phage minor tail protein
PF04233	Phage Mu protein F like protein
PF07352	Bacteriophage Mu Gam like protein
PF06890	Bacteriophage Mu Gp45 spike protein
PF06322	Phage NinH protein
PF07471	Phage DNA packaging protein Nu1
PF06194	Phage Conserved Open Reading Frame 51
PF06528	Phage P2 GpE
PF06995	Phage P2 GpU
PF04860	Phage portal protein
PF05136	Phage portal protein, lambda family 
PF09669	Phage regulatory protein Rha (Phage_pRha)
PF05133	Phage portal protein, SPP1 Gp6-like
PF16945	Putative lactococcus lactis phage r1t holin
PF04492	Bacteriophage replication protein O      
PF09681	N-terminal phage replisome organiser (Phage_rep_org_N)
PF10789	Phage RNA polymerase binding, RpbA
PF04984	Phage tail sheath protein subtilisin-like domain
PF17482	Phage tail sheath C-terminal domain
PF17481	Phage tail sheath protein beta-sandwich domain
PF18715	Phage spike trimer
PF18781	Phage spike trimer
PF16773	Lactococcus phage single-stranded DNA binding protein
PF11134	Phage stabilisation protein
PF06841	T4-like virus tail tube protein gp19
PF06919	Phage Gp30.7 protein
PF03903	Phage T4 tail fibre
PF06591	T4-like phage nuclear disruption protein (Ndd)
PF05396	Phage T7 capsid assembly protein
PF03906	Phage T7 tail fibre protein
PF06222	Phage tail assembly chaperone
PF10963	Phage tail assembly chaperone
PF11836	Phage tail tube protein, GTA-gp10
PF12363	Phage tail assembly chaperone protein, TAC
PF16459	Phage tail assembly chaperone, TAC
PF16462	Phage tail assembly chaperone protein, TAC
PF06894	Bacteriophage lambda tail assembly chaperone, TAC, protein G
PF06896	Phage tail assembly chaperone proteins, TAC
PF08748	Phage tail assembly chaperone
PF08890	Phage XkdN-like tail assembly chaperone protein, TAC
PF09550	Phage tail assembly chaperone protein, TAC
PF10109	Phage tail assembly chaperone proteins, E, or 41 or 14
PF10666	Phage tail assembly chaperone protein Gp14 ()A118
PF10876	Phage tail assembly chaperone protein, TAC
PF06199	Phage tail tube protein
PF08813	Phage tail tube protein, TTP
PF16778	Phage tail assembly chaperone protein
PF05100	Phage minor tail protein L 
PF08400	Prophage tail fibre N-terminal
PF16532	Sf6-type phage tail needle knob or tip of some Caudovirales
PF05069	Phage virion morphogenesis family 
PF06223	Minor tail protein T
PF06141	Phage minor tail protein U
PF05489	Phage Tail Protein X
PF10668	Phage terminase small subunit
PF07141	Putative bacteriophage terminase small subunit
PF05944	Phage small terminase subunit
PF04761	Lactococcus bacteriophage putative transcription regulator
PF04630	Phage tail tube protein
PF16460	Phage tail tube, TTP, lambda-like
PF16461	Lambda phage tail tube protein, TTP
PF16463	Phage tail tube protein family
PF04985	Phage tail tube protein FII
PF18906	Phage tail tube protein
PF05155	Phage X family   
PF09693	Phage uncharacterised protein (Phage_XkdX)
PF03334	Na+/H+ antiporter subunit
PF09602	Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
PF05597	Poly(hydroxyalcanoate) granule associated protein (phasin)
PF09361	Phasin protein
PF09246	PHAT
PF09650	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)
PF09712	Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E)
PF12551	Poly-beta-hydroxybutyrate polymerase N terminal
PF05233	PHB accumulation regulatory domain
PF07879	PHB/PHA accumulation regulator DNA-binding domain
PF06850	PHB de-polymerase C-terminus
PF16616	Unstructured region on Polyhomeotic-like protein 1 and 2
PF00628	PHD-finger
PF16660	PHD finger protein 20-like protein 1
PF02604	Antitoxin Phd_YefM, type II toxin-antitoxin system
PF13831	PHD-finger
PF13922	PHD domain of transcriptional enhancer, Asx
PF16866	PHD-finger
PF12910	Antitoxin of toxin-antitoxin, RelE / RelB, TA system
PF07227	PHD - plant homeodomain finger protein
PF02332	Methane/Phenol/Toluene Hydroxylase
PF06099	Phenol hydroxylase subunit
PF13557	Putative MetA-pathway of phenol degradation
PF04663	Phenol hydroxylase conserved region
PF09662	Phenylphosphate carboxylase gamma subunit (Phenyl_P_gamma)
PF08015	Fungal mating-type pheromone
PF18552	PheRS DNA binding domain 1 
PF18554	PheRS DNA binding domain 2
PF18553	PheRS DNA binding domain 3
PF18262	Phe-tRNA synthetase beta subunit B1 domain
PF07976	Phenol hydroxylase, C-terminal dimerisation domain 
PF02912	Aminoacyl tRNA synthetase class II, N-terminal domain
PF08916	Phenylalanine zipper
PF16737	PHD finger protein 12 MRG binding domain
PF03660	PHF5-like protein
PF09524	Conserved phage C-terminus (Phg_2220_C)
PF06720	Bacteriophage phi-29 early protein GP16.7
PF05435	Phi-29 DNA terminal protein GP3
PF05464	Phi-29-like late genes activator (early protein GP4)
PF17427	Phage Single-stranded DNA-binding protein
PF12699	phiKZ-like phage internal head proteins
PF14882	Phage-integrase repeat unit
PF04674	Phosphate-induced protein 1 conserved region
PF07243	Phlebovirus glycoprotein G1
PF07245	Phlebovirus glycoprotein G2 fusion domain
PF07246	Phlebovirus nonstructural protein NS-M
PF19019	Phlebovirus glycoprotein G2 C-terminal domain
PF14703	Cytosolic domain of 10TM putative phosphate transporter
PF12621	Extracellular tail, of 10TM putative phosphate transporter
PF06754	Phosphonate metabolism protein PhnG
PF05845	Bacterial phosphonate metabolism protein (PhnH)
PF05861	Bacterial phosphonate metabolism protein (PhnI)
PF06007	Phosphonate metabolism protein PhnJ
PF01384	Phosphate transporter family
PF11124	Inorganic phosphate transporter Pho86
PF10032	Phosphate transport (Pho88)
PF09423	PhoD-like phosphatase
PF19050	PhoD related phosphatase
PF16655	PhoD-like phosphatase, N-terminal domain
PF02562	PhoH-like protein
PF16212	Phospholipid-translocating P-type ATPase C-terminal
PF16209	Phospholipid-translocating ATPase N-terminal
PF10142	PhoPQ-activated pathogenicity-related protein
PF08918	PhoQ Sensor
PF11808	Phosphate regulon sensor protein PhoR
PF02114	Phosducin
PF15698	Phosphatase
PF10143	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PF01663	Type I phosphodiesterase / nucleotide pyrophosphatase
PF04185	Phosphoesterase family
PF04272	Phospholamban
PF00068	Phospholipase A2
PF05826	Phospholipase A2
PF09056	Prokaryotic phospholipase A2
PF08398	Phospholipase A2-like domain
PF04916	Phospholipase B
PF12974	ABC transporter, phosphonate, periplasmic substrate-binding protein 
PF00922	Vesiculovirus phosphoprotein
PF00343	Carbohydrate phosphorylase
PF10195	DNA-binding nuclear phosphoprotein p8
PF13914	Phostensin PP1-binding and SH3-binding region
PF13916	PP1-regulatory protein, Phostensin N-terminal
PF08543	Phosphomethylpyrimidine kinase
PF00124	Photosynthetic reaction centre protein
PF01895	PhoU domain
PF01865	Protein of unknown function DUF47
PF02811	PHP domain
PF13263	PHP-associated
PF08005	PHR domain 
PF11131	Rap-phr extracellular signalling
PF14728	PTHB1 C-terminus
PF14727	PTHB1 N-terminus
PF16645	Unstructured region on Pneumococcal histidine triad protein
PF12129	Male germ-cell putative homeodomain transcription factor
PF00360	Phytochrome region
PF00502	Phycobilisome protein
PF02972	Phycoerythrin, alpha/beta chain
PF05721	Phytanoyl-CoA dioxygenase (PhyH)
PF19281	Phytanoyl-CoA hydroxylase-interacting protein C-terminus
PF02333	Phytase
PF13449	Esterase-like activity of phytase
PF15438	Antigenic membrane protein of phytoplasma
PF05023	Phytochelatin synthase
PF09328	Domain of unknown function (DUF1984)
PF07124	Phytoreovirus outer capsid protein P8
PF05451	Phytoreovirus nonstructural protein Pns10/11
PF07236	Phytoreovirus S7 protein
PF05878	Phytoreovirus nonstructural protein Pns9/Pns10
PF03284	Phenazine biosynthesis protein A/B
PF02567	Phenazine biosynthesis-like protein
PF15411	Pleckstrin homology domain
PF15413	Pleckstrin homology domain
PF16457	Pleckstrin homology domain
PF16652	Pleckstrin homology domain
PF17787	PH domain
PF17339	PH domain
PF17838	PH domain
PF18012	PH domain
PF18469	Pleckstrin homology domain
PF19057	PH domain
PF08458	Plant pleckstrin homology-like region
PF14593	PH domain
PF15404	Pleckstrin homology domain
PF15405	Pleckstrin homology domain
PF15406	Pleckstrin homology domain
PF15409	Pleckstrin homology domain
PF15410	Pleckstrin homology domain
PF14844	PH domain associated with Beige/BEACH
PF12068	Rab-binding domain (RBD)
PF08567	TFIIH p62 subunit, N-terminal domain
PF16670	Phosphoinositide phospholipase C, Ca2+-dependent
PF00388	Phosphatidylinositol-specific phospholipase C, X domain
PF00387	Phosphatidylinositol-specific phospholipase C, Y domain
PF18714	DNA polymerase II intein Domain IV
PF08577	PI31 proteasome regulator 
PF11566	PI31 proteasome regulator N-terminal
PF00613	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
PF10486	Phosphoinositide 3-kinase gamma adapter protein p101 subunit
PF00792	Phosphoinositide 3-kinase C2
PF02192	PI3-kinase family, p85-binding domain
PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain
PF00794	PI3-kinase family, ras-binding domain
PF00454	Phosphatidylinositol 3- and 4-kinase
PF19274	PI4-kinase N-terminal region
PF06363	Picornaviridae P3A protein
PF02226	Picornavirus coat protein (VP4)
PF00947	Picornavirus core protein 2A
PF01552	Picornavirus 2B protein
PF00640	Phosphotyrosine interaction domain (PTB/PID)
PF14719	Phosphotyrosine interaction domain (PTB/PID)
PF15917	Piezo
PF12166	Piezo non-specific cation channel, R-Ras-binding domain
PF05092	Per os infectivity
PF05970	PIF1-like helicase
PF04631	Per os infectivity factor 2
PF05006	Per os infectivity factor 3
PF05341	Per os infectivity factor 6
PF06699	GPI biosynthesis protein family Pig-F
PF10181	GPI-GlcNAc transferase complex, PIG-H component
PF02585	GlcNAc-PI de-N-acetylase
PF08510	PIG-P
PF10510	Phosphatidylinositol-glycan biosynthesis class S protein
PF06728	GPI transamidase subunit PIG-U
PF08320	PIG-X / PBN1
PF15159	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
PF08288	PIGA (GPI anchor biosynthesis)
PF06324	Pigment-dispersing hormone (PDH)
PF04987	Phosphatidylinositolglycan class N (PIG-N)
PF19316	GPI ethanolamine phosphate transferase membrane region
PF08190	PIH1 N-terminal domain
PF18201	PIH1 CS-like domain
PF18482	Fungal Pih1 CS domain
PF11522	Yeast phosphatidylinositol-4-OH kinase Pik1
PF19710	PIK3 catalytic subunit gamma adaptor-binding domain
PF13805	Eisosome component PIL1
PF18682	Pilin A4
PF10623	Plasmid conjugative transfer protein PilI
PF00114	Pilin (bacterial filament)
PF16734	Type IV pilin-like G and H, putative
PF07790	Archaeal Type IV pilin, N-terminal 
PF14245	Type IV pilin PilA
PF11530	Minor type IV pilin, PilX
PF13675	Type IV pili methyl-accepting chemotaxis transducer N-term
PF18223	Pili PilJ C-terminal domain
PF07419	PilM
PF11104	Type IV pilus assembly protein PilM;
PF05137	Fimbrial assembly protein (PilN)
PF18222	PilN biogenesis protein dimerization domain
PF04350	Pilus assembly protein, PilO
PF17499	Ant venom peptides
PF04351	Pilus assembly protein, PilP
PF08805	PilS N terminal
PF15453	Protein incorporated later into Tight Junctions
PF09476	Pilus biogenesis CpaD protein (pilus_cpaD)
PF16074	Type IV Pilus-assembly protein W
PF13681	Type IV pilus assembly protein PilX C-term
PF14341	PilX N-terminal
PF07238	PilZ domain
PF16823	Atypical PilZ domain, cyclic di-GMP receptor
PF16765	Pesticin immunity protein
PF01850	PIN domain
PF18475	PIN domain
PF04696	pinin/SDK/memA/ protein conserved region
PF04697	pinin/SDK conserved region
PF14324	PINIT domain
PF18478	PIN like domain
PF18479	PIN like domain
PF16289	PIN domain
PF10130	PIN domain
PF13470	PIN domain
PF13638	PIN domain
PF08745	PINc domain ribonuclease
PF17146	PIN domain of ribonuclease
PF18476	PIN like domain
PF18477	PIN like domain
PF12260	Protein-kinase domain of FAM69
PF14875	N-term cysteine-rich ER, FAM69
PF01504	Phosphatidylinositol-4-phosphate 5-Kinase
PF07108	PipA protein
PF00399	Yeast PIR protein repeat
PF02678	Pirin
PF05726	Pirin C-terminal cupin domain
PF17954	Quercetinase C-terminal cupin domain
PF15099	Phosphoinositide-interacting protein family
PF06201	PITH domain
PF02171	Piwi domain
PF12306	Inclusion body protein
PF18365	Phosphoinositide phosphatase C-terminal domain
PF18363	Phosphoinositide phosphatase insertion domain
PF00224	Pyruvate kinase, barrel domain
PF16808	Coiled-coil N-terminus of cGMP-dependent protein kinase
PF00801	PKD domain
PF16407	PKD-like family
PF16820	PKD-like domain
PF18911	PKD domain
PF19406	PKD-like domain
PF19408	PKD-like domain
PF08016	Polycystin cation channel
PF18331	PKHD-type hydroxylase C-terminal domain
PF02827	cAMP-dependent protein kinase inhibitor
PF02173	pKID domain
PF00069	Protein kinase domain
PF00433	Protein kinase C terminal domain
PF17667	Fungal protein kinase
PF06878	Pkip-1 protein
PF12474	Polo kinase kinase 
PF16919	Protein kinase G rubredoxin domain
PF16918	Protein kinase G tetratricopeptide repeat
PF14032	PknH-like extracellular domain
PF08636	ER protein Pkr1
PF18369	Polyketide synthase dimerisation element domain
PF02887	Pyruvate kinase, alpha/beta domain
PF07714	Protein tyrosine and serine/threonine kinase
PF15903	Filopodia upregulated, FAM65
PF02253	Phospholipase A1
PF06951	Group XII secretory phospholipase A2 precursor (PLA2G12)
PF01735	Lysophospholipase catalytic domain
PF02988	Phospholipase A2 inhibitor
PF08686	PLAC (protease and lacunin) domain
PF04749	PLAC8 family
PF15205	Placenta-specific protein 9
PF07595	Planctomycete extracellular
PF10532	Plant specific N-all beta domain
PF06694	Plant nuclear matrix protein 1 (NMP1)
PF04827	Plant transposon protein
PF01307	Plant viral movement protein
PF10533	Plant zinc cluster domain
PF01672	Putative plasmid partition protein
PF09686	Plasmid protein of unknown function (Plasmid_RAQPRD)
PF10784	Plasmid stability protein
PF05403	Plasmodium histidine-rich protein (HRPII/III)
PF05795	Plasmodium vivax Vir protein
PF09715	Plasmodium protein of unknown function (Plasmod_dom_1)
PF07981	Plasmodium repeat_MYXSPDY
PF06247	Pvs28 EGF domain
PF12135	Plasmodium repeat family
PF01477	PLAT/LH2 domain
PF04640	PLATZ transcription factor
PF18759	Plavaka transposase
PF08703	PLC-beta C terminal
PF14466	PLAT/LH2 and C2-like Ca2+-binding lipoprotein
PF00614	Phospholipase D Active site motif
PF13091	PLD-like domain
PF13918	PLD-like domain
PF13396	Phospholipase_D-nuclease N-terminal
PF12357	Phospholipase D C terminal 
PF00681	Plectin repeat
PF08337	Plexin cytoplasmic RasGAP domain
PF16743	Periplasmic lysozyme inhibitor of I-type lysozyme
PF18190	Polo-like Kinase 4 Polo Box 1
PF18409	Polo-like Kinase 4 Polo Box 2
PF18587	PTX/LNS-Like (PLL) domain
PF16485	Protealysin propeptide
PF18748	P-loop Nucleotide Kinase1
PF18747	P-loop Nucleotide Kinase2
PF18751	P-loop Nucleotide Kinase3
PF01690	Potato leaf roll virus readthrough protein
PF08429	PLU-1-like protein
PF07715	TonB-dependent Receptor Plug Domain
PF10559	Plug domain of Sec61p
PF03126	Plus-3 domain
PF18684	Pleurotolysin B C-terminal domain
PF11477	Sialyltransferase PMO188
PF15150	Phorbol-12-myristate-13-acetate-induced
PF01523	PmbA/TldA metallopeptidase domain 1
PF19289	PmbA/TldA metallopeptidase C-terminal domain
PF19290	PmbA/TldA metallopeptidase central domain
PF09373	Pseudomurein-binding repeat
PF08066	PMC2NT (NUC016) domain
PF10536	Plant mobile domain
PF04043	Plant invertase/pectin methylesterase inhibitor
PF05287	PMG protein
PF01238	Phosphomannose isomerase type I
PF03332	Eukaryotic phosphomannomutase
PF14100	Methane oxygenase PmoA
PF08114	ATPase proteolipid family
PF00822	PMP-22/EMP/MP20/Claudin family
PF01679	Proteolipid membrane potential modulator
PF14416	PMR5 N terminal Domain
PF11183	Polymyxin resistance protein PmrD
PF15322	Protein missing in infertile sperm 1, putative
PF01625	Peptide methionine sulfoxide reductase
PF02366	Dolichyl-phosphate-mannose-protein mannosyltransferase  
PF17987	Phosphoethanolamine N-methyltransferase 2 N-terminal
PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF16192	C-terminal four TMM region of protein-O-mannosyltransferase 
PF17949	FANCM pseudonuclease domain
PF06436	Pneumovirus matrix protein 2 (M2)
PF05539	Pneumovirinae attachment membrane glycoprotein G
PF07380	Pneumovirus M2 protein
